player_id,country,region,platform,acquisition_channel,age,skill_segment,device_name,clean_signup_date,row_num
P00532,Canada,NA,PlayStation,Community,45,Casual,"Windows 10","2025-12-03 00:00:00",1
P00533,Japan,APAC,PlayStation,Influencer,27,Casual,Pixel,"2025-10-10 00:00:00",1
P00534,Brazil,LATAM,Xbox,Referral,16,Casual,PS5,"2025-08-20 19:09:50",1
P00535,Brazil,LATAM,PlayStation,Influencer,43,Core,"Xbox Series X","2025-08-16 00:00:00",1
P00536,Japan,APAC,Xbox,"App Store",39,Casual,"Windows 11","2025-11-08 00:00:00",1
P00537,India,APAC,PC,Community,31,Casual,"Android Tablet","2025-12-22 20:53:00",1
P00537,India,APAC,PC,Referral,31,Casual,"Android Tablet","2025-12-22 20:53:00",1
P00538,Australia,APAC,PC,Influencer,26,Competitive,"Windows 11","2025-10-13 00:00:00",1
P00539,Germany,EMEA,Xbox,Influencer,39,Competitive,iPhone,"2025-12-27 00:00:00",1
P00540,Germany,EMEA,PC,Organic,24,Casual,"Windows 11","2026-03-05 23:07:00",1
P00541,Canada,NA,Mobile,"Paid Search",23,Competitive,"Windows 11","2025-08-09 00:00:00",1
P00542,India,APAC,Xbox,NULL,22,Core,"Samsung Galaxy","2025-08-01 00:00:00",1
P00543,Germany,EMEA,PC,Influencer,34,Core,"Samsung Galaxy","2025-10-05 05:03:00",1
P00544,Canada,NA,PlayStation,Discord,42,Casual,"Xbox Series X","2025-12-01 23:14:00",1
P00545,Mexico,LATAM,Mobile,Discord,28,Casual,"Android Tablet","2025-12-22 09:08:52",1
P00546,"United Kingdom",EMEA,Mobile,Organic,26,Core,"Windows 10","2025-09-25 00:00:00",1
P00547,Germany,EMEA,Xbox,Influencer,NULL,Casual,"Windows 11","2026-01-20 18:50:00",1
P00548,France,EMEA,Mobile,Influencer,23,Core,"Samsung Galaxy","2025-11-03 00:00:00",1
P00549,India,APAC,Mobile,Organic,23,Core,iPhone,"2025-08-20 00:00:00",1
P00550,NULL,EMEA,Mobile,Influencer,30,Competitive,PS5,"2025-10-17 00:00:00",1
P00551,NULL,APAC,PC,"Paid Search",28,Core,iPhone,"2025-12-16 00:00:00",1
P00552,"United Kingdom",EMEA,Mobile,Community,41,Core,"Windows 10","2025-11-28 00:00:00",1
P00553,"United Kingdom",EMEA,PlayStation,"Paid Search",44,Casual,"Windows 10","2025-08-11 03:40:10",1
P00554,France,EMEA,Mobile,Discord,18,Core,"Windows 11",NULL,1
P00555,Germany,EMEA,PlayStation,Influencer,18,Core,"Windows 11","2025-11-06 00:00:00",1
P00556,India,APAC,PC,Organic,16,Competitive,"Windows 10","2025-09-01 00:00:00",1
P00557,"United States",NA,Mobile,Influencer,40,Casual,"Windows 11","2025-11-19 10:50:09",1
P00558,Mexico,LATAM,Mobile,Organic,38,Core,"Windows 10","2025-08-21 14:51:40",1
P00559,Japan,APAC,PC,Organic,18,Competitive,PS5,"2025-08-09 00:00:00",1
P00560,France,EMEA,PC,Discord,40,Casual,"Windows 11","2025-12-02 10:51:00",1
P00561,Brazil,LATAM,PC,Organic,37,Core,"Samsung Galaxy","2025-10-27 00:00:00",1
P00562,"United States",NA,PC,Community,19,Casual,"Windows 10","2025-12-13 00:00:00",1
P00563,Spain,EMEA,PC,Community,32,Competitive,"Windows 11","2026-01-01 00:00:00",1
P00564,India,APAC,Mobile,Organic,17,Casual,"Windows 11","2026-02-09 15:11:00",1
P00565,India,APAC,PC,Organic,43,Casual,"Windows 11","2025-09-25 00:00:00",1
P00566,"United Kingdom",EMEA,PC,Referral,18,Core,"Android Tablet","2025-12-28 23:20:00",1
P00567,France,EMEA,PC,"Paid Search",30,Competitive,"Windows 10","2025-08-02 00:51:00",1
P00568,"United Kingdom",EMEA,Xbox,"Paid Search",22,Casual,"Windows 10","2026-02-04 21:31:02",1
P00569,"United States",NA,Mobile,Influencer,33,Competitive,"Windows 10","2026-01-03 07:59:00",1
P00570,Australia,APAC,Mobile,Organic,NULL,Competitive,NULL,"2026-02-21 00:00:00",1
P00571,"South korea",APAC,PlayStation,Influencer,39,Competitive,PS5,"2025-11-02 00:00:00",1
P00572,Mexico,LATAM,NULL,Organic,37,Core,Pixel,"2025-12-23 00:00:00",1
P00573,Australia,APAC,Mobile,Influencer,41,Casual,iPhone,"2025-11-02 00:00:00",1
P00574,India,APAC,PC,Organic,41,Core,Pixel,"2025-10-05 03:22:00",1
P00575,India,APAC,Xbox,Discord,28,Core,"Windows 10","2025-12-01 00:00:00",1
P00576,India,APAC,Xbox,Influencer,24,Casual,Pixel,"2026-02-06 00:00:00",1
P00577,Spain,EMEA,PC,Influencer,40,Competitive,"Steam Deck","2026-03-05 00:00:00",1
P00578,"United States",NA,PC,Discord,17,Casual,"Windows 11","2025-11-11 00:00:00",1
P00579,India,APAC,PC,"Paid Search",16,Core,"Android Tablet","2025-10-24 09:42:00",1
P00580,"United States",NA,PC,"Paid Search",19,Core,iPhone,"2026-01-31 23:53:45",1
P00581,India,APAC,Mobile,Organic,40,Casual,"Windows 11","2025-10-09 00:00:00",1
P00582,Mexico,LATAM,Mobile,Referral,45,Core,"Windows 10","2025-09-07 05:28:00",1
P00582,France,LATAM,Mobile,Referral,45,Core,"Windows 10","2026-01-20 00:00:00",1
P00583,Brazil,LATAM,PC,"Paid Search",32,Core,"Windows 10","2025-10-20 00:09:44",1
P00584,NULL,NA,Xbox,"Paid Search",29,Competitive,"Xbox Series X","2025-10-07 00:00:00",1
P00585,India,APAC,PlayStation,Organic,21,Casual,"Windows 10","2025-10-13 11:27:00",1
P00586,Japan,APAC,Mobile,Discord,18,Competitive,"Windows 11","2026-03-08 01:23:00",1
P00587,Germany,EMEA,Mobile,Influencer,38,Competitive,"Android Tablet","2025-12-13 15:31:00",1
P00587,Germany,EMEA,Xbox,"App Store",38,Competitive,"Android Tablet","2025-12-13 15:31:00",1
P00588,Germany,EMEA,Mobile,Discord,28,Core,"Windows 11","2025-09-05 00:00:00",1
P00589,Brazil,LATAM,PC,"Paid Search",29,Core,"Windows 10","2026-01-19 00:00:00",1
P00590,India,APAC,PC,Influencer,23,Core,"Android Tablet","2026-01-11 09:26:00",1
P00591,Germany,EMEA,PC,Organic,34,Casual,"Windows 11","2025-10-14 07:00:00",1
P00591,"South Korea",EMEA,PC,Organic,34,Casual,"Windows 11","2025-10-14 07:00:00",1
P00592,Japan,APAC,PC,Organic,26,Core,"Windows 10","2025-08-08 00:00:00",1
P00593,Japan,APAC,Mobile,"Paid Search",17,Casual,iPad,"2026-02-05 00:00:00",1
P00594,India,APAC,Xbox,"Paid Search",27,Core,Pixel,"2025-11-20 00:00:00",1
P00595,"United States",NA,PC,Influencer,26,Core,"Xbox Series X","2025-08-09 00:00:00",1
P00596,Canada,NA,Mobile,Organic,33,Casual,"Android Tablet","2025-08-31 00:00:00",1
P00597,Mexico,LATAM,Mobile,Influencer,18,Core,Pixel,"2025-09-09 00:00:00",1
P00598,India,APAC,Xbox,"Paid Search",21,Casual,PS5,"2025-12-25 00:00:00",1
P00599,India,APAC,PC,Organic,45,Casual,"Xbox Series X","2025-10-19 02:36:16",1
P00600,India,APAC,PlayStation,Organic,36,Casual,"Windows 10","2025-08-13 00:00:00",1
P00601,"United States",NA,PlayStation,Referral,27,Casual,iPhone,"2026-01-25 13:59:00",1
P00602,Spain,EMEA,PC,Influencer,26,Core,"Windows 11","2025-08-21 00:00:00",1
P00603,Brazil,LATAM,PlayStation,"Paid Search",41,Casual,"Windows 11","2026-01-25 00:44:00",1
P00604,Mexico,LATAM,PlayStation,Community,26,Core,"Xbox Series X","2025-08-09 19:02:09",1
P00605,Mexico,LATAM,PlayStation,Referral,26,Competitive,iPhone,"2025-08-23 00:00:00",1
P00606,Germany,EMEA,PC,Influencer,24,Core,iPhone,"2026-01-05 00:00:00",1
P00607,Japan,APAC,PC,Organic,30,Casual,"Windows 11","2026-02-09 10:20:29",1
P00608,Canada,EMEA,Xbox,Organic,18,Casual,NULL,"2025-08-03 08:22:00",1
P00608,Germany,EMEA,Mobile,Organic,18,Casual,NULL,"2025-08-03 08:22:00",1
P00609,"United States",NA,PC,Referral,41,Core,iPhone,"2025-09-23 00:00:00",1
P00610,Mexico,LATAM,Xbox,NULL,45,Core,iPhone,NULL,1
P00611,"United Kingdom",EMEA,Mobile,Discord,NULL,Core,PS5,"2026-03-08 02:58:00",1
P00612,"United States",NA,PC,Referral,34,Core,"Samsung Galaxy","2025-08-03 10:18:05",1
P00613,Mexico,LATAM,PC,Organic,32,Competitive,"Windows 10","2026-01-07 00:00:00",1
P00614,"United States",NA,PlayStation,Organic,29,Casual,"Xbox Series X","2026-03-06 00:00:00",1
P00615,"South Korea",APAC,PC,"App Store",18,Core,"Xbox Series X","2026-02-22 05:34:00",1
P00616,Australia,APAC,Mobile,Influencer,17,Core,PS5,"2025-08-09 00:00:00",1
P00617,Mexico,LATAM,Mobile,"Paid Search",33,Core,iPhone,"2025-12-31 01:27:00",1
P00618,Germany,EMEA,PC,Influencer,42,Casual,iPhone,"2026-01-21 00:00:00",1
P00619,Mexico,LATAM,PC,Influencer,22,Core,Pixel,"2025-11-26 00:00:00",1
P00620,Brazil,LATAM,PC,Discord,42,Core,NULL,"2025-09-24 00:00:00",1
P00621,Brazil,LATAM,PlayStation,Discord,42,Casual,"Windows 11","2025-11-06 00:00:00",1
P00622,Brazil,LATAM,Mobile,Organic,37,Casual,Pixel,"2025-12-04 00:00:00",1
P00623,"South korea",APAC,PC,"Paid Search",45,Core,PS5,"2025-11-03 00:00:00",1
P00624,India,APAC,Mobile,Influencer,29,Core,PS5,NULL,1
P00626,India,APAC,PlayStation,"App Store",43,Competitive,PS5,"2025-10-07 00:00:00",1
P00627,Brazil,LATAM,PlayStation,"Paid Search",18,Competitive,"Windows 10","2025-09-07 00:00:00",1
P00628,"United States",NA,Xbox,Organic,26,Casual,iPhone,"2026-02-04 14:54:00",1
P00629,"South Korea",APAC,PlayStation,Influencer,NULL,Casual,"Windows 11","2026-03-09 10:19:04",1
P00630,Mexico,LATAM,PC,Organic,18,Competitive,PS5,"2025-10-06 00:00:00",1
P00631,India,APAC,PC,Influencer,27,Casual,PS5,"2025-11-29 00:00:00",1
P00633,Brazil,LATAM,Mobile,"App Store",39,Casual,"Windows 11","2025-08-01 00:00:00",1
P00634,Canada,NA,Xbox,"App Store",19,Core,PS5,"2025-12-03 18:34:20",1
P00635,France,EMEA,PC,Influencer,32,Core,"Samsung Galaxy","2025-09-17 00:00:00",1
P00636,"United States",NA,Mobile,Influencer,36,Core,iPhone,"2025-12-23 00:00:00",1
P00637,"United States",NA,Xbox,NULL,NULL,Casual,"Samsung Galaxy","2025-10-29 21:41:40",1
P00638,Mexico,LATAM,Mobile,"Paid Search",16,Competitive,iPhone,"2026-01-20 06:16:00",1
P00639,Germany,EMEA,Mobile,Organic,32,Casual,Pixel,"2025-09-23 05:39:00",1
P00640,Canada,NA,Mobile,Organic,44,Competitive,"Steam Deck","2026-02-28 23:38:16",1
P00641,Mexico,LATAM,PlayStation,Organic,35,Casual,"Xbox Series X","2025-09-15 00:00:00",1
P00642,France,EMEA,Mobile,Organic,41,Core,Pixel,"2025-12-26 00:00:00",1
P00643,France,EMEA,PC,Influencer,28,Core,"Windows 11","2025-10-13 22:43:00",1
P00644,Spain,EMEA,PlayStation,Organic,17,Core,"Xbox Series X","2026-01-18 10:19:00",1
P00645,"United Kingdom",EMEA,PlayStation,Influencer,22,Core,"Windows 10","2026-03-01 00:00:00",1
P00646,India,APAC,NULL,Influencer,30,Core,"Windows 11","2025-12-31 00:00:00",1
P00647,Japan,APAC,Xbox,Discord,37,Casual,"Android Tablet","2025-08-25 00:00:00",1
P00648,France,EMEA,PC,"Paid Search",45,Core,"Windows 11","2025-10-08 00:00:00",1
P00649,Japan,APAC,Mobile,Referral,16,Casual,"Windows 11","2025-08-14 08:04:00",1
P00650,"United States",NA,PC,Discord,34,Casual,"Samsung Galaxy","2025-11-04 00:00:00",1
P00651,Spain,EMEA,PlayStation,Influencer,34,Core,"Xbox Series X","2025-10-16 18:12:00",1
P00652,Australia,APAC,Mobile,Organic,18,Core,NULL,"2025-12-15 15:49:00",1
P00653,France,APAC,NULL,Influencer,39,Casual,"Windows 11","2025-11-10 00:00:00",1
P00653,Japan,APAC,NULL,Influencer,39,Casual,"Windows 11","2025-11-10 00:00:00",1
P00654,"South Korea",APAC,PC,Discord,17,Casual,"Xbox Series X","2026-02-03 00:00:00",1
P00655,Australia,APAC,NULL,"App Store",NULL,Casual,Pixel,"2026-03-04 00:00:00",1
P00656,Canada,NA,PlayStation,Influencer,38,Casual,"Windows 10","2025-09-08 00:00:00",1
P00657,France,EMEA,PlayStation,Discord,16,Core,iPhone,"2025-11-08 14:37:40",1
P00658,India,APAC,Mobile,Influencer,20,Competitive,"Windows 10","2025-12-06 16:52:54",1
P00659,Brazil,LATAM,Mobile,Discord,45,Core,iPhone,NULL,1
P00660,NULL,NA,PlayStation,Organic,39,Competitive,PS5,"2026-03-06 00:00:00",1
P00661,"United Kingdom",EMEA,PC,Influencer,28,Casual,"Windows 11","2025-10-28 19:34:49",1
P00662,"South Korea",APAC,PC,Influencer,35,Casual,"Windows 11","2025-11-05 00:00:00",1
P00663,Germany,EMEA,PC,Influencer,43,Casual,"Samsung Galaxy","2025-11-14 22:31:57",1
P00664,"United States",NA,PC,Organic,25,Core,"Windows 11","2026-01-23 15:53:28",1
P00665,Brazil,LATAM,Mobile,Influencer,17,Competitive,Pixel,"2025-12-19 00:00:00",1
P00666,"United Kingdom",EMEA,Mobile,"Paid Search",45,Core,iPhone,"2025-11-05 16:58:00",1
P00667,Japan,APAC,PC,Referral,26,Casual,"Windows 11","2025-12-05 14:00:00",1
P00668,"United States",NA,PlayStation,"Paid Search",45,Core,"Windows 11","2025-08-12 00:00:00",1
P00669,Germany,EMEA,PlayStation,Referral,21,Casual,iPhone,"2025-11-01 00:00:00",1
P00670,NULL,EMEA,PC,Organic,26,Casual,"Xbox Series X","2025-12-17 17:52:18",1
P00671,"United States",NA,Xbox,"App Store",35,Casual,"Windows 11","2026-01-27 00:00:00",1
P00672,India,APAC,NULL,"App Store",35,Competitive,"Windows 11","2025-09-14 00:00:00",1
P00673,Brazil,LATAM,PC,Discord,NULL,Casual,"Windows 11","2026-01-18 00:00:00",1
P00674,"United States",NA,PlayStation,"App Store",40,Casual,"Steam Deck","2026-02-01 00:00:00",1
P00675,Canada,NA,Mobile,"Paid Search",28,Casual,"Windows 10","2026-03-06 00:00:00",1
P00676,"South korea",APAC,PC,"Paid Search",43,Competitive,Pixel,"2025-10-05 00:00:00",1
P00677,India,APAC,Xbox,Referral,44,Casual,iPhone,"2026-03-01 11:24:00",1
P00679,"South korea",APAC,PC,Organic,33,Casual,iPhone,"2026-02-02 00:00:00",1
P00680,"United States",NA,PC,Influencer,31,Casual,iPhone,"2025-11-11 00:00:00",1
P00681,"United Kingdom",EMEA,Mobile,"Paid Search",26,Core,iPhone,"2025-09-04 04:48:00",1
P00682,Canada,NA,PC,Community,34,Casual,"Windows 10","2025-08-21 00:00:00",1
P00683,"United States",NA,PlayStation,Organic,20,Casual,iPhone,"2025-10-17 03:58:00",1
P00684,"United States",NA,Mobile,"Paid Search",NULL,Casual,"Xbox Series X","2025-11-22 01:07:20",1
P00685,France,EMEA,PC,"Paid Search",22,Casual,"Android Tablet","2025-10-04 00:08:00",1
P00686,"United States",NA,Xbox,Organic,19,Core,"Windows 10","2025-12-15 00:00:00",1
P00687,"United States",NA,Xbox,"Paid Search",19,Casual,iPhone,"2025-09-09 00:00:00",1
P00688,Germany,EMEA,Mobile,Organic,43,Competitive,iPhone,"2025-12-21 02:28:00",1
P00689,"United States",NA,Xbox,Influencer,17,Casual,Pixel,"2025-12-30 06:21:00",1
P00690,Japan,APAC,Mobile,Referral,43,Casual,PS5,"2026-01-11 19:09:00",1
P00691,"United Kingdom",EMEA,Xbox,Influencer,44,Core,"Windows 10","2025-08-27 00:00:00",1
P00692,Mexico,LATAM,Mobile,Influencer,41,Core,iPhone,"2025-09-14 17:57:48",1
P00693,"United States",NA,PC,Community,38,Competitive,"Android Tablet","2025-11-05 00:00:00",1
P00694,France,EMEA,Mobile,"Paid Search",24,Casual,"Steam Deck","2025-09-28 00:00:00",1
P00695,India,APAC,PC,Referral,29,Core,"Android Tablet","2025-12-19 00:00:00",1
P00696,"United States",NA,Mobile,Influencer,40,Casual,"Windows 10","2026-02-08 22:35:00",1
P00697,Japan,APAC,PlayStation,"Paid Search",43,Core,"Windows 10","2025-10-10 09:29:00",1
P00698,Australia,APAC,Mobile,Influencer,17,Competitive,"Windows 10","2026-01-17 00:00:00",1
P00699,"United Kingdom",EMEA,Xbox,Discord,44,Core,"Windows 10","2025-08-15 00:00:00",1
P00700,Canada,NA,PC,"App Store",40,Competitive,iPad,"2025-12-18 19:30:52",1
P00701,Canada,NA,Xbox,"App Store",21,Competitive,"Xbox Series X","2025-10-19 00:00:00",1
P00702,"United Kingdom",EMEA,PC,Influencer,26,Core,"Windows 11","2026-02-09 13:38:51",1
P00703,Canada,NA,Xbox,Organic,24,Core,iPad,"2025-12-31 00:00:00",1
P00704,"United Kingdom",EMEA,PC,Organic,40,Core,"Xbox Series X","2025-08-14 00:00:00",1
P00705,Australia,APAC,Mobile,Organic,20,Competitive,PS5,"2025-12-21 05:55:00",1
P00706,Germany,EMEA,Xbox,Influencer,36,Casual,"Android Tablet","2026-01-27 05:54:35",1
P00707,India,APAC,PC,Organic,19,Casual,iPhone,"2025-08-28 00:00:00",1
P00708,France,EMEA,Mobile,Organic,30,Casual,"Samsung Galaxy","2025-10-03 19:28:00",1
P00709,"United Kingdom",EMEA,PC,"App Store",30,Casual,iPhone,"2026-03-04 19:48:00",1
P00710,"United Kingdom",EMEA,Mobile,Influencer,41,Core,Pixel,"2025-12-13 00:00:00",1
P00711,"South Korea",APAC,PC,"Paid Search",18,Competitive,"Windows 10","2025-12-10 04:07:27",1
P00712,Mexico,LATAM,PC,Organic,45,Casual,"Android Tablet","2025-11-01 00:00:00",1
P00712,Mexico,LATAM,PC,Organic,45,Casual,"Android Tablet","2026-02-06 00:00:00",1
P00713,Australia,APAC,Xbox,Organic,17,Core,"Steam Deck","2025-11-17 00:00:00",1
P00714,"United States",NA,PlayStation,"Paid Search",27,Casual,"Samsung Galaxy","2026-03-01 00:00:00",1
P00715,Germany,EMEA,Mobile,Referral,17,Casual,"Windows 11","2025-09-19 00:00:00",1
P00716,India,APAC,Xbox,Influencer,26,Casual,"Windows 11","2025-08-17 12:42:00",1
P00717,India,APAC,PC,Influencer,44,Casual,Pixel,"2025-12-28 21:38:00",1
P00718,Canada,NA,PC,"Paid Search",43,Core,"Xbox Series X","2025-08-12 00:00:00",1
P00719,Mexico,LATAM,Xbox,Influencer,42,Casual,iPhone,"2025-10-20 00:00:00",1
P00720,"South Korea",APAC,PlayStation,Organic,39,Casual,"Windows 10","2025-11-28 15:07:00",1
P00721,Germany,EMEA,Xbox,Organic,32,Core,iPhone,"2025-08-08 00:00:00",1
P00722,France,EMEA,Mobile,Organic,43,Casual,"Windows 11","2025-11-09 00:00:00",1
P00723,"South korea",APAC,Xbox,Organic,37,Core,"Windows 11",NULL,1
P00724,"United Kingdom",EMEA,PC,NULL,39,Competitive,iPhone,"2025-08-25 00:00:00",1
P00725,"United States",NA,Xbox,Organic,37,Core,"Xbox Series X","2025-11-23 09:54:00",1
P00726,"United States",NA,Mobile,"Paid Search",24,Casual,"Steam Deck","2025-10-03 00:00:00",1
P00727,Spain,EMEA,PC,Influencer,17,Core,Pixel,"2025-11-21 14:23:51",1
P00728,India,APAC,PC,Community,18,Competitive,iPhone,"2025-10-15 00:00:00",1
P00729,France,EMEA,PC,Influencer,17,Competitive,"Windows 11",NULL,1
P00730,"United Kingdom",EMEA,Mobile,Influencer,41,Core,PS5,"2026-02-21 00:00:00",1
P00731,Brazil,LATAM,PlayStation,"Paid Search",16,Casual,iPhone,"2025-11-15 00:00:00",1
P00732,India,APAC,NULL,Organic,26,Core,"Xbox Series X","2025-09-11 11:57:42",1
P00733,India,APAC,PC,"Paid Search",24,Core,PS5,"2025-10-19 00:00:00",1
P00734,Canada,NA,PC,Influencer,43,Casual,"Xbox Series X","2026-01-31 00:00:00",1
P00735,France,EMEA,PlayStation,Influencer,22,Casual,"Android Tablet","2025-12-19 00:00:00",1
P00736,Australia,APAC,Mobile,"App Store",34,Competitive,"Windows 11","2025-10-11 00:00:00",1
P00737,Germany,EMEA,PlayStation,Influencer,28,Core,"Samsung Galaxy","2026-01-29 00:00:00",1
P00738,Spain,EMEA,PC,Influencer,36,Casual,"Steam Deck","2025-09-12 00:00:00",1
P00739,France,EMEA,Mobile,Influencer,18,Casual,Pixel,"2025-09-21 02:56:00",1
P00740,Canada,NA,PlayStation,NULL,16,Casual,"Windows 10","2025-11-15 10:28:39",1
P00741,Germany,EMEA,PlayStation,Referral,24,Competitive,"Windows 10","2025-08-07 00:00:00",1
P00742,France,EMEA,Xbox,Community,23,Casual,Pixel,"2026-01-11 08:56:00",1
P00743,"United States",NA,Xbox,Organic,26,Core,"Steam Deck","2026-01-18 07:01:00",1
P00744,India,APAC,PC,Organic,NULL,Casual,"Xbox Series X","2025-12-26 00:00:00",1
P00745,"United States",NA,PlayStation,"Paid Search",20,Casual,"Windows 11","2025-10-19 12:57:00",1
P00746,Brazil,LATAM,PC,"Paid Search",27,Casual,"Windows 11","2026-02-06 16:41:00",1
P00747,France,EMEA,Xbox,Influencer,37,Competitive,NULL,"2025-10-24 16:40:00",1
P00748,"United States",NA,Xbox,"Paid Search",19,Casual,"Steam Deck","2025-09-03 06:33:00",1
P00749,Canada,NA,Mobile,Organic,31,Casual,PS5,"2025-12-24 13:37:50",1
P00750,Spain,EMEA,Mobile,"Paid Search",29,Core,iPhone,"2025-08-29 00:00:00",1
P00750,Spain,EMEA,Mobile,Organic,29,Core,iPhone,"2025-09-30 11:33:00",1
P00751,Japan,APAC,PlayStation,Organic,28,Competitive,"Samsung Galaxy","2025-11-19 15:59:16",1
P00752,Japan,APAC,PC,"App Store",33,Casual,"Windows 11","2026-03-04 02:31:44",1
P00752,Japan,APAC,Xbox,"App Store",33,Casual,"Windows 11","2026-03-04 02:31:44",1
P00753,Spain,EMEA,PC,Influencer,28,Casual,"Samsung Galaxy","2025-12-17 00:00:00",1
P00753,"United States",EMEA,PC,"App Store",28,Casual,"Samsung Galaxy","2025-12-17 00:00:00",1
P00754,"United States",NA,Mobile,"Paid Search",45,Casual,"Steam Deck","2025-11-13 00:00:00",1
P00755,Germany,EMEA,Mobile,"Paid Search",29,Core,"Samsung Galaxy","2025-10-22 00:00:00",1
P00756,Australia,APAC,Mobile,Organic,NULL,Competitive,"Windows 11","2025-12-11 00:00:00",1
P00757,India,APAC,Mobile,"App Store",31,Casual,"Steam Deck","2025-10-19 00:00:00",1
P00758,"United States",NA,PC,Influencer,43,Casual,"Windows 11","2025-09-13 00:00:00",1
P00759,NULL,APAC,Mobile,"App Store",39,Casual,Pixel,"2025-09-11 16:40:09",1
P00760,India,APAC,Xbox,Organic,28,Core,"Windows 11","2025-09-02 15:32:59",1
P00761,Canada,NA,Xbox,Referral,28,Competitive,"Xbox Series X","2026-01-16 15:54:15",1
P00762,Spain,EMEA,Mobile,Referral,45,Core,"Windows 10","2025-08-16 00:00:00",1
P00763,India,APAC,PC,Organic,25,Core,"Android Tablet","2025-09-13 08:08:00",1
P00764,"South korea",APAC,PC,Organic,20,Casual,"Windows 11","2025-09-11 14:51:06",1
P00765,France,EMEA,Mobile,Organic,23,Casual,"Windows 11","2025-10-19 00:00:00",1
P00766,"South Korea",APAC,PC,"Paid Search",43,Core,"Windows 10","2025-12-21 07:05:00",1
P00767,Germany,EMEA,PC,Discord,43,Core,"Windows 11","2025-09-17 00:00:00",1
P00768,Mexico,LATAM,PlayStation,Influencer,33,Core,PS5,"2025-11-29 00:00:00",1
P00769,"United Kingdom",EMEA,Mobile,Organic,29,Core,"Android Tablet","2025-12-20 00:00:00",1
P00770,Spain,EMEA,PC,Organic,17,Core,PS5,"2026-01-11 14:56:00",1
P00771,Canada,NA,PC,Organic,31,Casual,"Windows 11","2025-09-06 00:00:00",1
P00772,"United Kingdom",EMEA,Xbox,Organic,31,Casual,"Windows 11","2025-12-15 00:00:00",1
P00773,India,APAC,Mobile,NULL,24,Casual,"Windows 10",NULL,1
P00774,"United States",NA,Mobile,Influencer,22,Competitive,"Windows 10","2025-12-11 03:25:00",1
P00775,"United Kingdom",EMEA,Mobile,"Paid Search",20,Core,"Samsung Galaxy","2025-10-20 00:00:00",1
P00776,Spain,EMEA,PC,Referral,16,Competitive,"Windows 10","2025-12-31 23:59:00",1
P00777,Japan,APAC,PC,Influencer,34,Casual,"Xbox Series X","2026-01-10 04:34:39",1
P00778,"United States",NA,PlayStation,Community,43,Core,iPhone,"2026-01-22 23:40:16",1
P00779,"United States",NA,PlayStation,Influencer,43,Casual,iPhone,"2025-09-27 00:00:00",1
P00780,"United States",NA,Mobile,Discord,26,Core,"Windows 10","2026-01-12 04:13:02",1
P00781,Brazil,LATAM,PC,Influencer,24,Competitive,"Windows 11","2025-10-15 12:19:00",1
P00781,Brazil,LATAM,PC,Influencer,24,Competitive,"Windows 11","2026-02-11 00:00:00",1
P00782,Brazil,LATAM,Mobile,Referral,33,Core,NULL,"2025-10-10 00:00:00",1
P00783,India,APAC,Mobile,"Paid Search",31,Casual,"Samsung Galaxy","2025-11-12 00:00:00",1
P00784,"United Kingdom",EMEA,Mobile,Referral,30,Core,"Samsung Galaxy","2025-08-29 00:00:00",1
P00785,"United States",NA,PC,Influencer,27,Casual,"Samsung Galaxy","2025-12-04 21:03:00",1
P00786,Mexico,LATAM,PC,"Paid Search",26,Casual,NULL,"2025-10-20 00:00:00",1
P00786,Japan,LATAM,PC,"Paid Search",26,Casual,NULL,"2026-03-08 00:05:45",1
P00787,"United Kingdom",EMEA,Xbox,Organic,34,Core,iPhone,"2025-08-28 13:30:07",1
P00788,Brazil,LATAM,PC,Influencer,44,Casual,"Steam Deck","2026-02-14 06:53:10",1
P00789,"South Korea",APAC,Xbox,"App Store",36,Casual,iPhone,"2025-10-19 07:38:00",1
P00790,Canada,NA,Xbox,Influencer,20,Competitive,"Windows 11","2025-10-27 00:00:00",1
P00791,Germany,EMEA,NULL,"Paid Search",37,Competitive,"Windows 11","2025-09-29 00:00:00",1
P00792,Canada,NA,Xbox,"Paid Search",23,Competitive,iPhone,"2026-02-06 13:02:00",1
P00793,France,EMEA,PC,Organic,NULL,Casual,"Xbox Series X","2025-11-01 03:58:31",1
P00794,Japan,APAC,PC,Discord,NULL,Core,Pixel,"2025-09-27 02:11:00",1
P00795,Brazil,LATAM,PlayStation,Influencer,31,Casual,"Android Tablet","2025-09-26 13:33:08",1
P00796,France,EMEA,PC,Influencer,45,Casual,iPhone,"2026-02-09 23:05:00",1
P00797,India,APAC,Xbox,Influencer,26,Core,"Windows 11","2025-10-01 00:00:00",1
P00798,"South Korea",APAC,Mobile,Influencer,23,Casual,Pixel,"2025-11-14 04:25:00",1
P00799,"United States",NA,PC,Influencer,26,Core,"Windows 10","2025-09-10 21:13:00",1
P00800,India,APAC,PC,Organic,39,Core,"Android Tablet","2026-01-03 00:00:00",1
P00801,"United States",NA,Mobile,Organic,31,Casual,"Windows 10","2025-08-08 00:00:00",1
P00802,Brazil,LATAM,PlayStation,"Paid Search",27,Competitive,"Samsung Galaxy","2025-11-11 00:00:00",1
P00803,Canada,NA,NULL,Influencer,31,Competitive,NULL,"2025-11-06 06:38:45",1
P00804,Mexico,LATAM,PlayStation,Referral,38,Core,iPad,"2025-08-17 00:00:00",1
