session_id,player_id,session_start,session_minutes,matches_played,wins,kills,disconnect_flag,server_region,platform_reported,clean_session_minutes,clean_matches_played,clean_wins,clean_kills,clean_session_start
S001372,P00584,"11/24/2025 13:19",87,5,3,27,No,NULL,Mobile,87.00,5,3,27,"2025-11-24 13:19:00"
S001373,P00584,10/24/2025,26,2,1,9,Yes,EU-Central,Mobile,26.00,2,1,9,"2025-10-24 00:00:00"
S001374,P00584,2025-11-17T11:01:41Z,"66 mins",4,3,14,Yes,EU-Central,NULL,66.00,4,3,14,"2025-11-17 11:01:41"
S001375,NULL,2025-10-11,52,4,2,15,No,LATAM,PlayStation,52.00,4,2,15,"2025-10-11 00:00:00"
S001376,P00584,2025-11-20T21:07:41Z,39,4,1,14,Yes,LATAM,NULL,39.00,4,1,14,"2025-11-20 21:07:41"
S001377,P00584,2025-11-23T10:08:41Z,51,4,,19,No,LATAM,Mobile,51.00,4,NULL,19,"2025-11-23 10:08:41"
S001378,P00584,2025-11-25T17:01:41Z,41,NULL,1,4,Yes,NA-East,PlayStation,41.00,NULL,1,NULL,"2025-11-25 17:01:41"
S001379,P00584,12-10-2025,49m,3,2,10,Yes,NULL,Mobile,49.00,3,2,10,"2025-10-12 00:00:00"
S001380,P00585,2025-11-24T02:02:49Z,46,3,2,,Yes,APAC,Mobile,46.00,3,2,NULL,"2025-11-24 02:02:49"
S001381,P00585,2025-10-19T13:56:49Z,13,1,1,0,NULL,APAC,Mobile,13.00,1,1,0,"2025-10-19 13:56:49"
S001382,P00587,"12/27/2025 09:01",67,4,3,16,No,NA-West,PC,67.00,4,3,16,"2025-12-27 09:01:00"
S001383,P00588,2025-10-26T01:26:44Z,22,2,1,,No,NULL,PC,22.00,2,1,NULL,"2025-10-26 01:26:44"
S001384,P00588,2025-10-12T17:47:44Z,38,2,1,11,No,NA-East,NULL,38.00,2,1,11,"2025-10-12 17:47:44"
S001385,P00588,"10/13/2025 13:54",43,4,2,21,Yes,NULL,Xbox,43.00,4,2,21,"2025-10-13 13:54:00"
S001386,P00588,2025-09-10T17:32:44Z,10,1,0,0,Yes,NA-East,PlayStation,10.00,1,0,0,"2025-09-10 17:32:44"
S001387,P00588,"09/27/2025 15:57",37,2,1,,Yes,NULL,Xbox,37.00,2,1,NULL,"2025-09-27 15:57:00"
S001388,P00588,"10/14/2025 22:57",43,2,1,15,No,NULL,Mobile,43.00,2,1,15,"2025-10-14 22:57:00"
S001389,P00588,"10/11/2025 09:30",35,2,1,16,Yes,APAC,PC,35.00,2,1,16,"2025-10-11 09:30:00"
S001390,P00588,2025-09-12T18:12:44Z,31,2,1,6,No,APAC,PC,31.00,2,1,6,"2025-09-12 18:12:44"
S001391,P00588,2025-09-27T10:52:44Z,12,1,0,4,No,APAC,PC,12.00,1,0,4,"2025-09-27 10:52:44"
S001392,P00589,2026-03-04T17:36:15Z,45,4,2,20,NULL,EU-Central,Mobile,45.00,4,2,20,"2026-03-04 17:36:15"
S001393,P00589,2026-03-09T00:18:15Z,53,3,2,29,Yes,LATAM,Mobile,53.00,3,2,29,"2026-03-09 00:18:15"
S001394,P00589,"01/27/2026 11:49",46,4,2,26,Yes,NULL,PC,46.00,4,2,26,"2026-01-27 11:49:00"
S001395,P00589,"01/27/2026 11:49",46,4,2,26,Yes,NULL,PC,46.00,4,2,26,"2026-01-27 11:49:00"
S001396,P00589,"02/03/2026 08:42",61,6,3,30,Yes,APAC,PC,61.00,6,3,30,"2026-02-03 08:42:00"
S001397,P00589,2026-03-08T10:25:15Z,42,3,2,12,NULL,NA-East,PC,42.00,3,2,12,"2026-03-08 10:25:15"
S001398,P00589,"02/03/2026 20:25",39m,2,1,10,Yes,NA-West,PC,39.00,2,1,10,"2026-02-03 20:25:00"
S001399,P00601,"02/04/2026 11:25",30,3,,20,No,NA-East,Mobile,30.00,3,NULL,20,"2026-02-04 11:25:00"
S001400,P00601,2026-03-02T00:00:54Z,40,4,2,16,Yes,APAC,PC,40.00,4,2,16,"2026-03-02 00:00:54"
S001401,P00601,"02/15/2026 17:57",46,4,,15,Yes,NULL,Xbox,46.00,4,NULL,15,"2026-02-15 17:57:00"
S001402,P00601,2026-02-13,32,2,1,9,No,NULL,PC,32.00,2,1,9,"2026-02-13 00:00:00"
S001403,P00601,2026-03-09T22:55:54Z,52,3,1,16,No,NA-West,PC,52.00,3,1,16,"2026-03-09 22:55:54"
S001404,P00601,2026-03-12,54,4,3,11,Yes,APAC,Mobile,54.00,4,3,11,"2026-03-12 00:00:00"
S001405,P00601,"03/03/2026 20:52",21,2,1,14,NULL,NULL,PC,21.00,2,1,14,"2026-03-03 20:52:00"
S001406,P00601,2026-02-09T18:29:54Z,65,5,3,19,No,NULL,PlayStation,65.00,5,3,19,"2026-02-09 18:29:54"
S001407,P00601,13-02-2026,42,3,1,,Yes,NULL,Mobile,42.00,3,1,NULL,"2026-02-13 00:00:00"
S001408,P00601,2026.03.06,50,3,1,14,No,NULL,Mobile,50.00,3,1,14,"2026-03-06 00:00:00"
S001409,P00601,2026.03.06,50,3,1,14,No,NULL,Mobile,50.00,3,1,14,"2026-03-06 00:00:00"
S001410,P00604,"2025-08-22 03:17:09","55 mins",4,1,11,No,LATAM,NULL,55.00,4,1,11,"2025-08-22 03:17:09"
S001411,P00604,2025/08/09,85,6,2,31,Yes,NA-West,PC,85.00,6,2,31,"2025-08-09 00:00:00"
S001412,P00604,2025-08-31T23:46:09Z,29,3,1,7,Yes,NA-East,Mobile,29.00,3,1,7,"2025-08-31 23:46:09"
S001413,P00604,"Sep 23, 2025",59,3,1,14,Yes,LATAM,PC,59.00,3,1,14,"2025-09-23 00:00:00"
S001414,P00604,08/09/2025,57,4,2,24,NULL,NA-West,PlayStation,57.00,4,2,24,"2025-08-09 00:00:00"
S001415,P00604,2025-08-23T07:41:09Z,41,2,1,7,No,NA-West,NULL,41.00,2,1,7,"2025-08-23 07:41:09"
S001416,P00604,2025-09-14T02:48:09Z,35,3,1,14,No,APAC,NULL,35.00,3,1,14,"2025-09-14 02:48:09"
S001417,P00604,2025-09-03T17:16:09Z,52,3,2,9,No,NULL,PC,52.00,3,2,9,"2025-09-03 17:16:09"
S001418,P00605,"08/23/2025 09:37",81,5,3,33,Yes,EU-Central,Mobile,81.00,5,3,33,"2025-08-23 09:37:00"
S001419,P00605,2025-10-08T20:16:47Z,46,3,2,14,NULL,NA-East,Mobile,46.00,3,2,14,"2025-10-08 20:16:47"
S001420,P00605,2025-09-25T14:55:47Z,45,NULL,2,10,NULL,EU-Central,Mobile,45.00,NULL,2,NULL,"2025-09-25 14:55:47"
S001421,P00606,"01/27/2026 21:14",58,4,3,18,No,LATAM,PC,58.00,4,3,18,"2026-01-27 21:14:00"
S001422,P00606,"02/24/2026 00:44",61,4,2,12,NULL,NULL,NULL,61.00,4,2,12,"2026-02-24 00:44:00"
S001423,P00606," 2026-02-03",56,4,3,21,No,NA-West,Mobile,56.00,4,3,21,"2026-02-03 00:00:00"
S001424,P00606,"02/01/2026 03:52",36,2,1,8,Yes,EU-Central,PC,36.00,2,1,8,"2026-02-01 03:52:00"
S001425,P00606,"02/19/2026 05:58","28 mins",3,1,15,No,NULL,PC,28.00,3,1,15,"2026-02-19 05:58:00"
S001426,P00606,2026-02-14T10:46:30Z,25,1,,8,No,LATAM,PC,25.00,1,NULL,8,"2026-02-14 10:46:30"
S001427,P00606,"01/11/2026 09:09",45,3,2,16,Yes,NA-East,PC,45.00,3,2,16,"2026-01-11 09:09:00"
S001428,P00606,"01/26/2026 14:27",57,5,2,18,No,NA-East,Mobile,57.00,5,2,18,"2026-01-26 14:27:00"
S001429,P00610,2025.11.14,44,4,2,25,Yes,NA-East,Mobile,44.00,4,2,25,"2025-11-14 00:00:00"
S001430,P00611,"2026-04-26 19:39:14",29m,2,1,,Yes,EU-Central,PC,29.00,2,1,NULL,"2026-04-26 19:39:14"
S001431,P00611,2026-03-18T09:13:14Z,37,2,1,16,Yes,NULL,PC,37.00,2,1,16,"2026-03-18 09:13:14"
S001432,P00611,2026-04-13T02:17:14Z,29,2,1,17,No,LATAM,NULL,29.00,2,1,17,"2026-04-13 02:17:14"
S001433,P00611,2026-03-09T21:33:14Z,21,2,1,7,Yes,NA-East,PC,21.00,2,1,7,"2026-03-09 21:33:14"
S001434,P00611,2026-04-09T04:15:14Z,12,1,0,3,No,NULL,PC,12.00,1,0,3,"2026-04-09 04:15:14"
S001435,P00611,2026-04-14,"37 mins",3,1,23,Yes,NULL,PC,37.00,3,1,23,"2026-04-14 00:00:00"
S001436,P00611,"03/30/2026 10:28",29,2,1,9,NULL,NA-East,Xbox,29.00,2,1,9,"2026-03-30 10:28:00"
S001437,P00611,2026-04-14T03:19:14Z,52,4,1,19,Yes,LATAM,PC,52.00,4,1,19,"2026-04-14 03:19:14"
S001438,P00611,2026-04-12,"6 mins",1,1,6,No,NA-West,PC,6.00,1,1,6,"2026-04-12 00:00:00"
S001439,P00611,2026-04-18T07:54:14Z,28,3,1,14,No,NA-East,PC,28.00,3,1,14,"2026-04-18 07:54:14"
S001440,P00611,2026-04-25T10:04:14Z,34,2,1,10,No,NULL,Mobile,34.00,2,1,10,"2026-04-25 10:04:14"
S001441,P00611,2026-04-12T03:48:14Z,41,3,1,12,NULL,NULL,PC,41.00,3,1,12,"2026-04-12 03:48:14"
S001442,P00611,2026-03-28T10:39:14Z,19,1,1,10,Yes,LATAM,PC,19.00,1,1,10,"2026-03-28 10:39:14"
S001443,P00612,"08/08/2025 21:28",54,5,2,27,Yes,LATAM,PC,54.00,5,2,27,"2025-08-08 21:28:00"
S001444,P00613," 16.02.2026 01:40",26,2,,10,No,APAC,PC,26.00,2,NULL,10,"2026-02-16 01:40:00"
S001445,P00613,2026-01-16T13:30:17Z,46,3,1,22,No,APAC,Mobile,46.00,3,1,22,"2026-01-16 13:30:17"
S001446,P00613,18-02-2026,46,4,2,,NULL,NULL,NULL,46.00,4,2,NULL,"2026-02-18 00:00:00"
S001447,P00613,"02/20/2026 18:36",68,5,2,13,Yes,APAC,PC,68.00,5,2,13,"2026-02-20 18:36:00"
S001448,P00613,"02/20/2026 18:36",68,5,2,13,Yes,APAC,PC,68.00,5,2,13,"2026-02-20 18:36:00"
S001449,P00613,"01/13/2026 23:34",60,5,3,,Yes,NA-East,PC,60.00,5,3,NULL,"2026-01-13 23:34:00"
S001450,P00613,2026-01-21T06:06:17Z,41,3,2,16,Yes,LATAM,PlayStation,41.00,3,2,16,"2026-01-21 06:06:17"
S001451,P00613,2026-01-31T02:29:17Z,34,2,1,7,Yes,APAC,PlayStation,34.00,2,1,7,"2026-01-31 02:29:17"
S001452,P00613,2026-02-21T16:09:17Z,57,3,1,17,No,APAC,PC,57.00,3,1,17,"2026-02-21 16:09:17"
S001453,NULL,2026/01/25,46,4,2,16,Yes,NULL,Mobile,46.00,4,2,16,"2026-01-25 00:00:00"
S001454,P00614,2026-04-25T06:45:57Z,29,3,2,16,No,NA-West,PC,29.00,3,2,16,"2026-04-25 06:45:57"
S001455,P00614,"Apr 09, 2026",39,4,2,19,No,NULL,PC,39.00,4,2,19,"2026-04-09 00:00:00"
S001456,P00614,"Apr 19, 2026 01:29AM",54,3,1,14,Yes,EU-Central,PC,54.00,3,1,14,"2026-04-19 01:29:00"
S001457,P00614,15-03-2026,40,4,1,20,Yes,APAC,PC,40.00,4,1,20,"2026-03-15 00:00:00"
S001458,P00614,2026-03-17T15:04:57Z,31,2,1,4,Yes,LATAM,Mobile,31.00,2,1,4,"2026-03-17 15:04:57"
S001459,P00614,2026-03-17T15:04:57Z,31,2,1,4,Yes,LATAM,Mobile,31.00,2,1,4,"2026-03-17 15:04:57"
S001460,P00614,04/23/2026,34,2,1,10,NULL,APAC,PC,34.00,2,1,10,"2026-04-23 00:00:00"
S001461,P00614,"03/16/2026 05:41",59,5,2,22,Yes,LATAM,Mobile,59.00,5,2,22,"2026-03-16 05:41:00"
S001462,P00614,"03/13/2026 10:36",21,2,1,7,Yes,APAC,NULL,21.00,2,1,7,"2026-03-13 10:36:00"
S001463,P00614,2026-03-16T10:38:57Z,"34 mins",2,1,5,No,EU-Central,PC,34.00,2,1,5,"2026-03-16 10:38:57"
S001464,P00614,"03/27/2026 18:42",46,3,1,18,Yes,NULL,Xbox,46.00,3,1,18,"2026-03-27 18:42:00"
S001465,P00614,"04/25/2026 09:09",47,3,1,17,Yes,NA-West,Xbox,47.00,3,1,17,"2026-04-25 09:09:00"
S001466,P00614,2026-04-24T10:18:57Z,51,4,2,,NULL,APAC,PC,51.00,4,2,NULL,"2026-04-24 10:18:57"
S001467,P00614,"03/17/2026 01:45",38,3,2,16,No,NA-East,Xbox,38.00,3,2,16,"2026-03-17 01:45:00"
S001468,P00614,"03/12/2026 09:07",24,1,0,0,No,NULL,PC,24.00,1,0,0,"2026-03-12 09:07:00"
S001469,P00621,11/12/2025,44,4,2,15,No,NA-West,Xbox,44.00,4,2,15,"2025-11-12 00:00:00"
S001470,P00621,2025-11-18T06:45:53Z,48,3,1,21,No,NA-West,PC,48.00,3,1,21,"2025-11-18 06:45:53"
S001471,P00621,2025-12-10T06:42:53Z,42,3,1,12,Yes,EU-Central,PlayStation,42.00,3,1,12,"2025-12-10 06:42:53"
S001472,P00621,2025-11-13,71m,5,3,20,No,NA-West,PC,71.00,5,3,20,"2025-11-13 00:00:00"
S001473,P00630,2025-11-26T17:49:35Z,"48 mins",3,2,18,Yes,APAC,Mobile,48.00,3,2,18,"2025-11-26 17:49:35"
S001474,P00630,"11/08/2025 00:46",49,3,1,6,Yes,NULL,PC,49.00,3,1,6,"2025-11-08 00:46:00"
S001475,P00630,2025-10-08T05:46:35Z,52,5,2,30,No,APAC,PC,52.00,5,2,30,"2025-10-08 05:46:35"
S001476,P00633,"08/31/2025 07:29",39,3,2,16,Yes,LATAM,PC,39.00,3,2,16,"2025-08-31 07:29:00"
S001477,P00636,"12/25/2025 11:35","33 mins",3,2,,No,EU-Central,PC,33.00,3,2,NULL,"2025-12-25 11:35:00"
S001478,P00636,2026-02-01T09:54:21Z,7,1,0,7,Yes,NULL,PC,7.00,1,0,7,"2026-02-01 09:54:21"
S001479,P00636,"01/12/2026 16:34",39,3,2,15,No,NA-West,PC,39.00,3,2,15,"2026-01-12 16:34:00"
S001480,P00636,"01/02/2026 01:06",34,2,1,0,NULL,NA-East,Xbox,34.00,2,1,0,"2026-01-02 01:06:00"
S001481,P00636,"01/11/2026 13:15",35,3,1,15,NULL,NULL,Mobile,35.00,3,1,15,"2026-01-11 13:15:00"
S001482,P00636,2026-01-03T10:59:21Z,35,NULL,1,16,Yes,NA-West,PC,35.00,NULL,1,NULL,"2026-01-03 10:59:21"
S001483,P00636,"01/14/2026 04:03",13,1,0,0,Yes,APAC,PC,13.00,1,0,0,"2026-01-14 04:03:00"
S001484,P00636,2026-01-04T11:27:21Z,16,1,0,7,Yes,APAC,Mobile,16.00,1,0,7,"2026-01-04 11:27:21"
S001485,P00636,2026-01-16T05:30:21Z,"36 mins",3,1,12,Yes,NA-West,Mobile,36.00,3,1,12,"2026-01-16 05:30:21"
S001486,P00639,2025-10-15T19:11:53Z,11,1,0,6,No,NA-East,Xbox,11.00,1,0,6,"2025-10-15 19:11:53"
S001487,P00641,09/18/2025,42,3,1,15,NULL,NULL,Mobile,42.00,3,1,15,"2025-09-18 00:00:00"
S001488,P00647,2025/09/13,63,6,3,26,No,LATAM,PC,63.00,6,3,26,"2025-09-13 00:00:00"
S001489,P00647,"09/18/2025 15:53",29,3,2,19,Yes,NULL,Mobile,29.00,3,2,19,"2025-09-18 15:53:00"
S001490,P00647,"09/16/2025 06:20","47 mins",3,1,16,No,NA-East,Mobile,47.00,3,1,16,"2025-09-16 06:20:00"
S001491,P00647,2025-09-28T19:39:09Z,20,1,1,,NULL,APAC,Mobile,20.00,1,1,NULL,"2025-09-28 19:39:09"
S001492,P00647,2025-09-21T12:38:09Z,39,3,1,19,Yes,NULL,Xbox,39.00,3,1,19,"2025-09-21 12:38:09"
S001493,P00647,2025-08-30T08:36:09Z,22,1,1,2,NULL,NULL,PC,22.00,1,1,2,"2025-08-30 08:36:09"
S001494,P00647,2025-09-21T00:34:09Z,32,3,2,8,No,NA-West,PC,32.00,3,2,8,"2025-09-21 00:34:09"
S001495,P00647,2025-10-02T02:58:09Z,55,4,2,19,Yes,NULL,PC,55.00,4,2,19,"2025-10-02 02:58:09"
S001496,P00647,"09/02/2025 13:30",50,4,1,20,No,EU-Central,PlayStation,50.00,4,1,20,"2025-09-02 13:30:00"
S001497,P00647,"26.08.2025 22:57",37,3,2,15,NULL,LATAM,PC,37.00,3,2,15,"2025-08-26 22:57:00"
S001498,P00647,2025-09-05T10:41:09Z,40,3,2,13,Yes,NULL,Xbox,40.00,3,2,13,"2025-09-05 10:41:09"
S001499,P00647,2025-10-06T03:17:09Z,59,4,1,16,Yes,NA-East,PC,59.00,4,1,16,"2025-10-06 03:17:09"
S001500,P00647,"10/04/2025 11:38",29,3,2,,No,NULL,Xbox,29.00,3,2,NULL,"2025-10-04 11:38:00"
S001501,P00648,2025-10-18T14:43:27Z,56,3,2,11,NULL,NA-East,PlayStation,56.00,3,2,11,"2025-10-18 14:43:27"
S001502,P00648,2025-10-12T12:25:27Z,62,4,1,17,Yes,NA-East,PC,62.00,4,1,17,"2025-10-12 12:25:27"
S001503,P00648,2025-11-24T08:08:27Z,60,4,2,19,Yes,NA-East,Mobile,60.00,4,2,19,"2025-11-24 08:08:27"
S001504,P00648,2025-10-22T04:30:27Z,54,NULL,2,22,No,NULL,Mobile,54.00,NULL,2,NULL,"2025-10-22 04:30:27"
S001505,P00648,2025-10-22T04:30:27Z,54,NULL,2,22,No,NULL,Mobile,54.00,NULL,2,NULL,"2025-10-22 04:30:27"
S001506,P00648,"Nov 04, 2025",43,3,1,16,NULL,EU-Central,Mobile,43.00,3,1,16,"2025-11-04 00:00:00"
S001507,P00648,2025-10-10T10:21:27Z,59,NULL,2,20,Yes,NULL,NULL,59.00,NULL,2,NULL,"2025-10-10 10:21:27"
S001508,P00648," 2025-10-20",31,2,1,7,Yes,NULL,PC,31.00,2,1,7,"2025-10-20 00:00:00"
S001509,P00648,2025-11-06T18:34:27Z,28,2,1,14,Yes,EU-Central,PC,28.00,2,1,14,"2025-11-06 18:34:27"
S001510,P00650,2025-12-20T17:35:32Z,40,3,2,19,Yes,NULL,Xbox,40.00,3,2,19,"2025-12-20 17:35:32"
S001511,P00650,2025-12-20T17:35:32Z,40,3,2,19,Yes,NULL,Xbox,40.00,3,2,19,"2025-12-20 17:35:32"
S001512,P00651,"11/22/2025 15:28",17,2,1,7,No,NULL,Xbox,17.00,2,1,7,"2025-11-22 15:28:00"
S001513,P00651,"11/27/2025 11:36",21,2,1,14,No,NULL,NULL,21.00,2,1,14,"2025-11-27 11:36:00"
S001514,P00651,2025-10-25T16:14:52Z,53,5,4,25,No,NA-West,PC,53.00,5,4,25,"2025-10-25 16:14:52"
S001515,P00651,2025-11-23T23:18:52Z,37,3,1,17,No,APAC,PC,37.00,3,1,17,"2025-11-23 23:18:52"
S001516,P00651," 2025-12-05 01:44:52 ","24 mins",2,1,7,NULL,NA-East,PC,24.00,2,1,7,"2025-12-05 01:44:52"
S001517,P00651,"10/25/2025 01:25",35,3,1,19,No,NA-East,PlayStation,35.00,3,1,19,"2025-10-25 01:25:00"
S001518,P00651,2025-11-15T18:29:52Z,22,2,1,8,No,NA-West,PC,22.00,2,1,8,"2025-11-15 18:29:52"
S001519,P00651,"10/17/2025 00:42",53,3,2,8,Yes,NA-East,PC,53.00,3,2,8,"2025-10-17 00:42:00"
S001520,P00651,"11/02/2025 13:02",37,2,1,7,NULL,APAC,PC,37.00,2,1,7,"2025-11-02 13:02:00"
S001521,P00652,"12/26/2025 16:06",39,3,1,15,No,NULL,PC,39.00,3,1,15,"2025-12-26 16:06:00"
S001522,P00656,"10/21/2025 11:34",66,5,3,22,NULL,EU-Central,Mobile,66.00,5,3,22,"2025-10-21 11:34:00"
S001523,P00656,"10/22/2025 07:41",23,1,,4,No,EU-Central,PC,23.00,1,NULL,4,"2025-10-22 07:41:00"
S001524,P00659,"04/11/2026 19:59",11,1,0,12,No,NA-East,PC,11.00,1,0,12,"2026-04-11 19:59:00"
S001525,P00659,"Mar 02, 2026 09:10AM",41,4,3,13,NULL,NULL,Mobile,41.00,4,3,13,"2026-03-02 09:10:00"
S001526,P00659,2026-03-31T17:24:35Z,36,3,2,13,No,LATAM,PC,36.00,3,2,13,"2026-03-31 17:24:35"
S001527,NULL,"Apr 15, 2026 07:32PM","28 mins",2,1,17,Yes,LATAM,PC,28.00,2,1,17,"2026-04-15 19:32:00"
S001528,P00659,"04/03/2026 16:58","22 mins",1,0,8,No,NULL,PC,22.00,1,0,8,"2026-04-03 16:58:00"
S001529,P00659,2026-03-05T15:20:35Z,13,NULL,0,1,Yes,LATAM,Mobile,13.00,NULL,0,NULL,"2026-03-05 15:20:35"
S001530,P00663,"12/28/2025 07:24",29,2,1,13,Yes,NA-West,Mobile,29.00,2,1,13,"2025-12-28 07:24:00"
S001531,P00663,2025-11-24T18:51:57Z,26,2,,6,No,APAC,PlayStation,26.00,2,NULL,6,"2025-11-24 18:51:57"
S001532,P00663,2026-01-03T15:11:57Z,"56 mins",4,2,17,Yes,APAC,Xbox,56.00,4,2,17,"2026-01-03 15:11:57"
S001533,P00663,"11/18/2025 09:20",54,5,2,23,Yes,NA-East,PlayStation,54.00,5,2,23,"2025-11-18 09:20:00"
S001534,P00663,2025-12-20T15:40:57Z,28,2,1,14,NULL,NA-East,PC,28.00,2,1,14,"2025-12-20 15:40:57"
S001535,P00663,2025-11-15T06:52:57Z,23,1,1,4,Yes,NULL,Mobile,23.00,1,1,4,"2025-11-15 06:52:57"
S001536,P00663,2025-11-18T00:30:57Z,12m,1,0,0,No,LATAM,PC,12.00,1,0,0,"2025-11-18 00:30:57"
S001537,P00665,27-12-2025,32,2,1,4,NULL,NULL,Xbox,32.00,2,1,4,"2025-12-27 00:00:00"
S001538,P00665,01/06/2026,19,1,1,5,Yes,APAC,NULL,19.00,1,1,5,"2026-01-06 00:00:00"
S001539,P00665,"01/21/2026 01:10",27,NULL,1,7,No,NULL,PC,27.00,NULL,1,NULL,"2026-01-21 01:10:00"
S001540,P00665,"Jan 03, 2026 03:52AM",33,3,1,8,No,LATAM,Mobile,33.00,3,1,8,"2026-01-03 03:52:00"
S001541,P00665,"12/29/2025 21:54",22,2,1,14,No,NULL,PC,22.00,2,1,14,"2025-12-29 21:54:00"
S001542,P00665," 2026-01-08 07:52:47",38,4,3,19,Yes,NA-West,Mobile,38.00,4,3,19,"2026-01-08 07:52:47"
S001543,P00665,2026-01-23T12:27:47Z,23,1,0,9,No,APAC,NULL,23.00,1,0,9,"2026-01-23 12:27:47"
S001544,P00665,"Jan 08, 2026 ",32,2,1,9,No,NULL,Xbox,32.00,2,1,9,"2026-01-08 00:00:00"
S001545,P00666,"11/29/25 19:10",18,1,0,7,No,APAC,Xbox,18.00,1,0,7,"2025-11-29 19:10:00"
S001546,P00667,2026-01-24T06:20:11Z,45m,3,2,,Yes,NA-East,Xbox,45.00,3,2,NULL,"2026-01-24 06:20:11"
S001547,P00667,"Jan 24, 2026",53,4,1,15,Yes,LATAM,NULL,53.00,4,1,15,"2026-01-24 00:00:00"
S001548,P00667,01/11/2026,52m,4,2,25,Yes,NULL,PC,52.00,4,2,25,"2026-01-11 00:00:00"
S001549,P00667,2026-01-04T23:30:11Z,50,3,1,10,Yes,LATAM,Xbox,50.00,3,1,10,"2026-01-04 23:30:11"
S001550,P00667,2025-12-10T18:09:11Z,48,4,3,17,No,NA-West,NULL,48.00,4,3,17,"2025-12-10 18:09:11"
S001551,P00667,"12/24/2025 11:15",68m,6,2,23,No,NULL,Mobile,68.00,6,2,23,"2025-12-24 11:15:00"
S001552,P00669,2025-11-29T15:45:20Z,41,4,2,22,Yes,NULL,NULL,41.00,4,2,22,"2025-11-29 15:45:20"
S001553,P00669,"12/08/2025 13:47",21,2,1,8,Yes,NULL,Xbox,21.00,2,1,8,"2025-12-08 13:47:00"
S001554,P00669,2025-12-09T19:15:20Z,32,3,,17,No,NULL,Mobile,32.00,3,NULL,17,"2025-12-09 19:15:20"
S001555,P00669,"12/03/2025 21:39","50 mins",3,1,12,No,NULL,PC,50.00,3,1,12,"2025-12-03 21:39:00"
S001556,P00669,2025-12-16T15:50:20Z,"44 mins",4,2,11,NULL,EU-Central,Mobile,44.00,4,2,11,"2025-12-16 15:50:20"
S001557,P00669,2025-12-16T15:50:20Z,"44 mins",4,2,11,NULL,EU-Central,Mobile,44.00,4,2,11,"2025-12-16 15:50:20"
S001558,P00669,"2025-11-07 17:06:20",51,3,2,11,NULL,LATAM,PlayStation,51.00,3,2,11,"2025-11-07 17:06:20"
S001559,P00669,"Dec 03, 2025",49,4,2,13,No,NA-West,PC,49.00,4,2,13,"2025-12-03 00:00:00"
S001560,P00669,06-11-2025,21,2,1,3,No,EU-Central,Mobile,21.00,2,1,3,"2025-11-06 00:00:00"
S001561,P00669,"11/04/2025 01:08",55,5,2,21,NULL,EU-Central,Xbox,55.00,5,2,21,"2025-11-04 01:08:00"
S001562,P00670,2026.01.10,24,2,1,12,No,NA-East,NULL,24.00,2,1,12,"2026-01-10 00:00:00"
S001563,P00670,"01/07/2026 00:44",43,4,1,21,NULL,NA-East,NULL,43.00,4,1,21,"2026-01-07 00:44:00"
S001564,P00670,"02/05/2026 22:09",32,2,1,11,NULL,APAC,Mobile,32.00,2,1,11,"2026-02-05 22:09:00"
S001565,P00673,2026-02-19T04:32:41Z,32,3,1,11,No,LATAM,PC,32.00,3,1,11,"2026-02-19 04:32:41"
S001566,P00673,2026-02-23T05:30:41Z,"47 mins",NULL,2,13,No,LATAM,Mobile,47.00,NULL,2,NULL,"2026-02-23 05:30:41"
S001567,P00674,2026-02-05T21:19:54Z,29,2,1,2,Yes,NULL,Xbox,29.00,2,1,2,"2026-02-05 21:19:54"
S001568,P00675,2026-04-06T03:47:15Z,"35 mins",3,2,14,Yes,NA-East,Mobile,35.00,3,2,14,"2026-04-06 03:47:15"
S001569,P00675,2026-04-15T18:29:15Z,17,1,0,2,Yes,NA-West,NULL,17.00,1,0,2,"2026-04-15 18:29:15"
S001570,P00676,"10/07/2025 17:35",54,3,2,12,No,NA-East,NULL,54.00,3,2,12,"2025-10-07 17:35:00"
S001571,P00676,"Oct 15, 2025",64,6,2,22,No,NA-East,NULL,64.00,6,2,22,"2025-10-15 00:00:00"
S001572,P00676,"10/26/2025 16:58",60,3,2,13,NULL,NA-East,Mobile,60.00,3,2,13,"2025-10-26 16:58:00"
S001573,P00676,2025-10-16T05:49:32Z,58,4,2,20,No,NA-East,Xbox,58.00,4,2,20,"2025-10-16 05:49:32"
S001574,P00676,"10/22/2025 15:42",60,4,3,10,No,NULL,PC,60.00,4,3,10,"2025-10-22 15:42:00"
S001575,P00676,2025-11-14T08:28:32Z,27,NULL,1,9,NULL,APAC,PC,27.00,NULL,1,NULL,"2025-11-14 08:28:32"
S001576,P00676,2025-11-17T02:35:32Z,31,2,1,12,No,LATAM,Mobile,31.00,2,1,12,"2025-11-17 02:35:32"
S001577,P00676,2025-10-07T02:22:32Z,24,1,1,7,No,EU-Central,NULL,24.00,1,1,7,"2025-10-07 02:22:32"
S001578,P00676,2025-10-17T09:21:32Z,51,3,1,11,No,NULL,NULL,51.00,3,1,11,"2025-10-17 09:21:32"
S001579,P00676,2025-11-10,56,4,3,24,Yes,NULL,Mobile,56.00,4,3,24,"2025-11-10 00:00:00"
S001580,P00683,2025-11-01T02:43:06Z,39,2,1,7,Yes,NULL,Mobile,39.00,2,1,7,"2025-11-01 02:43:06"
