session_id,player_id,session_start,session_minutes,matches_played,wins,kills,disconnect_flag,server_region,platform_reported
S000707,P00288,"2026-02-17 03:34:10",17,1,0,4,,NA-East,Mobile
S000708,P00288,2026/03/07,34,2,1,11,,EU-Central,
S000709,P00288,2026-03-11T00:01:10Z,43,3,2,13,Yes,,
S000710,P00288,2026.03.08,36,3,2,14,,NULL,Mobile
S000711,P00289,2026/01/06,35,3,2,15,No,EU-Central,pc/steam
S000712,P00289,"02/17/2026 14:10",6,1,0,6,No,LATAM,
S000713,P00289,"01/12/2026 17:46",6,1,0,1,Y,EU-Central,PC
S000714,P00291," 13-10-2025",32,2,1,11,Y,EU-Central,Mobile
S000715,P00291,2025-09-08T21:39:41Z,38,2,1,8,Yes,NA-East,pc/steam
S000716,P00292,"2025-12-22 23:48:21",56,3,2,14,,NA-East,Mobile
S000717,P00294,"2025-12-01 10:18:48",39,2,1,10,Y,,PS5
S000718,P00294,"30-10-2025 ",40,4,1,16,Y,,pc/steam
S000719,P00294,"30-10-2025 ",40,4,1,16,Y,,pc/steam
S000720,P00294,2025/12/03,46m,3,2,4,1,"NA West",PS5
S000721,P00294,"Nov 07, 2025 ",29,3,1,13,,LATAM,PC
S000722,P00294,"2025/12/06 ",45,4,2,16,,"NA West",
S000723,P00294,"Nov 11, 2025 ",46,4,3,21,Yes,,IOS/Android
S000724,P00294,2025-11-26T00:27:48Z,25,2,,8,0,EU-Central,PS5
S000725,P00294,"Dec 01, 2025 11:28PM",55,5,3,24,0,"NA West",pc/steam
S000726,P00296,2025-12-09T07:31:38Z,35,2,1,0,,APAC,Steam
S000727,P00298,2025.11.19,55,3,1,,0,EU-Central,PS5
S000728,P00298,2025-12-31T01:09:26Z,22,1,1,12,Yes,NA-East,
S000729,P00298,2025.11.23,43,3,2,13,1,,IOS/Android
S000730,P00298,12/27/2025,42,3,2,9,0,LATAM,Steam
S000731,P00298,2025-11-15T16:01:26Z,86,6,2,20,No,EU-Central,IOS/Android
S000732,P00298,"10.12.2025 01:50",56,5,3,23,,EU-Central,steam
S000733,P00298,"24.12.2025 23:50",40,3,1,14,N,"NA West",IOS/Android
S000734,P00298,"12/06/2025 04:43",48,3,2,8,1,"NA West",pc/steam
S000735,P00298,"Dec 05, 2025 12:23AM","48 mins",4,3,15,Yes,,PS5
S000736,P00298,"30.11.2025 22:18",60,5,3,19,,APAC,Steam
S000737,P00298,"11/20/2025 09:34",31,3,2,,Yes,"NA West",IOS/Android
S000738,P00298,2025-12-04T09:00:26Z,21,1,0,0,1,APAC,Steam
S000739,P00298,"Dec 21, 2025 02:48AM","51 mins",5,2,16,0,NULL,PC
S000740,P00300,2026-01-03T04:57:35Z,50,3,2,12,1,APAC,Mobile
S000741,P00300," Jan 28, 2026 ",45,3,2,15,Y,LATAM,pc/steam
S000742,P00301,"12/20/2025 23:25",51,5,,22,0,LATAM,Mobile
S000743,P00301,2025/12/07,9,1,0,0,0,NA-East,Mobile
S000744,P00303,2025/11/27,29,3,2,11,No,NA-East,Steam
S000745,P00303,"01/08/2026 22:55",27,2,1,5,No,,IOS/Android
S000746,P00303,2025-12-22T07:56:24Z,35,3,2,23,Y,NA-East,
S000747,P00303,2025-11-28T00:41:24Z,33,2,1,,Y,EU-Central,steam
S000748,P00303,"12/11/2025 12:18",33,2,1,1,,,Mobile
S000749,P00303,2025-12-31T11:43:24Z,6,1,1,17,,NULL,PS5
S000750,P00303,2026-01-02T08:31:24Z,28,NULL,1,6,0,,IOS/Android
S000751,P00305,"08/24/2025 04:43",45,3,2,15,1,APAC,Steam
S000752,P00305,"09/25/25 18:27",42,2,1,7,1,NA-East,pc/steam
S000753,P00305,"09/22/2025 08:28",45,3,2,11,Yes,,IOS/Android
S000754,P00305,"10/07/2025 19:57",34,2,1,14,0,NA-East,PS5
S000755,P00305,17-09-2025,"43 mins",3,2,18,,LATAM,PC
S000756,P00306,2025-10-24T22:52:29Z,33,2,1,0,0,"NA West",steam
S000757,P00306,2025-10-27T22:12:29Z,42,3,2,8,No,LATAM,PS5
S000758,P00306,2025-10-27T22:12:29Z,42,3,2,8,No,LATAM,PS5
S000759,P00306,2025-11-05T05:14:29Z,66,5,1,31,,,Xbox
S000760,P00306,"10/16/2025 11:26",48,4,2,14,Yes,NULL,Steam
S000761,P00306,02-10-2025,41,3,2,16,,NA-East,PS5
S000762,P00306,"10/22/2025 08:32",19,1,1,0,Yes,LATAM,pc/steam
S000763,P00310,"01/09/2026 09:51",56,5,3,22,Yes,"NA West",Xbox
S000764,P00310,2026-02-14T21:49:59Z,43,4,3,17,0,NA-East,Xbox
S000765,P00310,02/17/2026,35,2,1,13,0,LATAM,Mobile
S000766,P00310,08-02-2026,77,6,2,23,N,APAC,IOS/Android
S000767,P00310,"02/14/2026 05:03",45,3,2,10,0,NULL,Mobile
S000768,P00310,2026-01-22,28,2,1,8,,NULL,Xbox
S000769,P00310,"01/27/26 07:02",40,2,1,2,0,,pc/steam
S000770,P00310,"02/17/2026 21:38",80,5,1,21,Yes,LATAM,Mobile
S000771,P00310,"01/24/2026 09:57",57,4,2,24,Y,NA-East,IOS/Android
S000772,P00310,"01/29/2026 15:56",58,5,2,19,No,LATAM,steam
S000773,P00311,2026-01-01T04:27:52Z,21m,2,1,11,Yes,APAC,steam
S000774,P00311,2025-12-27T12:38:52Z,28,2,1,2,Yes,NA-East,PC
S000775,P00311,"12/28/2025 12:45",39,NULL,3,15,Yes,APAC,Mobile
S000776,P00315,"12/21/2025 08:07",49,3,2,21,Y,LATAM,Xbox
S000777,P00316,2025/11/14,38,2,1,,,,IOS/Android
S000778,P00316,2025-11-30T18:19:57Z,40m,2,1,7,1,"NA West",IOS/Android
S000779,P00316,2025-10-21T19:38:57Z,57,3,1,9,,"NA West",IOS/Android
S000780,NULL,"03/03/2026 04:07",66,6,3,31,0,,Xbox
S000781,P00317,"02/14/2026 06:01",41,3,1,12,,,Mobile
S000782,P00317,02/21/2026,48m,4,2,19,No,EU-Central,PC
S000783,P00317,03/18/2026,33,2,1,13,No,EU-Central,Mobile
S000784,P00317,2026-03-21T11:46:46Z,48,3,1,17,Y,"NA West",PS5
S000785,P00317,2026-03-21T11:46:46Z,48,3,1,17,Y,"NA West",PS5
S000786,P00317,"02/09/2026 01:50",72,NULL,1,14,Yes,EU-Central,Steam
S000787,P00318,2025-09-22T22:54:57Z,47,4,3,12,Y,LATAM,pc/steam
S000788,P00318,15-08-2025,32,3,1,10,,LATAM,PS5
S000789,P00319,"11/13/2025 16:34",36,3,1,14,No,EU-Central,pc/steam
S000790,P00319,"11/04/25 08:40",63,4,1,14,,LATAM,PC
S000791,P00320,"24.03.2026 07:23",29,2,1,15,N,"NA West",PS5
S000792,P00322,2026-02-19T20:20:44Z,30,3,2,18,Y,LATAM,pc/steam
S000793,P00322,2026-02-12T01:43:44Z,26,2,1,7,Y,EU-Central,PS5
S000794,P00322,2026/02/18,60,5,3,24,,APAC,Mobile
S000795,P00324,2026-03-19T09:04:05Z,64,4,2,16,0,NULL,Mobile
S000796,P00324,"03/21/2026 19:19",53,3,2,17,N,NA-East,Mobile
S000797,P00324,"03/01/2026 13:59",52,3,2,10,No,EU-Central,Steam
S000798,P00324,2026-03-14,31,3,1,24,Yes,,pc/steam
S000799,P00324,2026-03-14,31,3,1,24,Yes,,pc/steam
S000800,P00324,2026-03-01T08:23:05Z,27,2,,14,N,LATAM,PC
S000801,P00324,2026-03-17T18:00:05Z,6,1,0,6,Y,"NA West",Xbox
S000802,P00324,2026-03-14T08:30:05Z,45,3,2,18,Y,EU-Central,IOS/Android
S000803,P00324,2026-03-14T08:30:05Z,45,3,2,18,Y,EU-Central,IOS/Android
S000804,P00326,"10/25/2025 13:37",80,6,3,29,0,LATAM,
S000805,P00326,"10/06/2025 10:35",31,2,1,9,No,"NA West",pc/steam
S000806,P00326,11/02/2025,53,3,1,19,0,LATAM,steam
S000807,P00326,2025.11.03,58,3,1,11,Yes,EU-Central,PS5
S000808,P00326,2025-11-02T19:00:44Z,29,3,1,16,Yes,EU-Central,PS5
S000809,P00326,2025-10-02T23:43:44Z,60,4,2,16,,NA-East,PC
S000810,P00326,2025-10-15T14:51:44Z,50,4,2,6,,"NA West",
S000811,P00327,"02/08/2026 15:24",31,2,1,3,0,,Mobile
S000812,P00327,"01/03/2026 01:37",47,4,2,17,N,NULL,PS5
S000813,P00327,02/06/2026,55,4,2,20,,APAC,PS5
S000814,P00327,"01/23/2026 20:03",31,2,1,8,No,NULL,IOS/Android
S000815,P00327,"01/08/2026 10:33",62,6,3,24,1,,
S000816,P00327,"01/08/2026 10:33",62,6,3,24,1,,
S000817,P00327,"01.01.2026 01:10",36,3,1,16,1,,PC
S000818,P00327,2026-01-27T09:13:08Z,10,1,0,5,1,NULL,Mobile
S000819,P00333,2025-12-24T05:50:18Z,37,2,1,9,Y,APAC,IOS/Android
S000820,P00333,2025-12-24T05:50:18Z,37,2,1,9,Y,APAC,IOS/Android
S000821,P00333,2025-11-25T13:01:18Z,46,4,2,10,Yes,LATAM,Xbox
S000822,P00333,"Dec 25, 2025",38,2,1,,Yes,NULL,PS5
S000823,P00333,2025-12-30T05:58:18Z,57,4,3,21,No,EU-Central,IOS/Android
S000824,P00333,"11/28/2025 15:22",41,3,1,12,1,NULL,PC
S000825,P00333,"12/25/2025 15:25",33,2,1,8,1,,Mobile
S000826,P00333,2025-11-13T22:07:18Z,47m,3,2,14,Y,,Steam
S000827,P00335,2026/04/05,28,2,1,7,Y,LATAM,Xbox
S000828,P00335,"03/26/2026 03:58",44m,4,2,22,Y,EU-Central,pc/steam
S000829,P00335,2026-04-19T01:11:11Z,"55 mins",4,2,21,Y,"NA West",Mobile
S000830,P00335,2026-04-11T02:35:11Z,57,3,2,13,No,EU-Central,Steam
S000831,P00335,"04/14/2026 11:06",50,4,1,21,Y,,IOS/Android
S000832,P00339,"09/09/2025 23:48",26,2,1,2,,EU-Central,Steam
S000833,P00339,"2025-10-02 22:24:17",62,6,4,21,No,NA-East,PC
S000834,P00339,"09/10/2025 20:04",75,6,3,,Y,,PC
S000835,P00339,2025-10-12T10:32:17Z,26,2,1,4,Yes,,IOS/Android
S000836,P00339,2025-10-12T10:32:17Z,26,2,1,4,Yes,,IOS/Android
S000837,P00339,09/09/2025,43,3,1,16,0,NA-East,Steam
S000838,P00339,2025-10-28T23:49:17Z,"85 mins",5,3,26,0,NA-East,IOS/Android
S000839,NULL,"10/09/25 13:25",101,8,3,38,,LATAM,Mobile
S000840,P00339,"10/25/2025 16:38",63,6,4,30,No,APAC,IOS/Android
S000841,P00341,18-01-2026,30m,NULL,1,9,N,APAC,IOS/Android
S000842,P00341,"02/03/2026 ",23,2,1,8,0,"NA West",PC
S000843,P00341,"02/12/2026 14:33",30,2,1,7,N,NULL,IOS/Android
S000844,P00341,2026-01-23T01:51:35Z,6m,1,0,7,Y,"NA West",
S000845,P00341,"Jan 17, 2026 10:24AM",21,2,1,5,N,NULL,PS5
S000846,P00341,"03/04/2026 01:07",15,1,1,5,Yes,NA-East,IOS/Android
S000847,P00341,2026-03-05T05:15:35Z,24,2,1,10,,EU-Central,IOS/Android
S000848,P00341,"03/02/2026 22:19",62,4,2,19,No,LATAM,pc/steam
S000849,P00341,"02/07/2026 09:37",16,1,0,0,N,,pc/steam
S000850,P00342,08/16/2025,51,4,2,18,Yes,NULL,IOS/Android
S000851,P00342,08/16/2025,51,4,2,18,Yes,NULL,IOS/Android
S000852,P00342,2025-08-16T09:15:47Z,"25 mins",2,1,11,No,EU-Central,Mobile
S000853,P00342,"08/11/25 19:18",53m,4,2,23,N,NA-East,PC
S000854,P00342,2025-08-25T05:16:47Z,35,3,1,7,Yes,"NA West",Xbox
S000855,P00342,2025/08/10,69,6,2,31,Yes,NULL,PC
S000856,P00342,"08/29/2025 22:54",40,4,2,17,N,NULL,IOS/Android
S000857,P00342,"08/10/2025 13:09",26,1,1,,0,EU-Central,IOS/Android
S000858,P00342,"09/16/2025 04:30","19 mins",1,0,2,No,NULL,PS5
S000859,P00343,"2026-01-23 17:33:24",21,2,1,11,N,"NA West",Mobile
S000860,P00346,2026-01-04T21:42:56Z,24,1,1,0,Yes,NULL,steam
S000861,P00346,2025-12-24,61,4,1,24,,LATAM,Xbox
S000862,P00346,2025-12-24,61,4,1,24,,LATAM,Xbox
S000863,P00346,2026-01-03T04:32:56Z,54m,3,2,14,No,NA-East,IOS/Android
S000864,P00346,2026.02.12,46,3,2,13,0,NULL,Xbox
S000865,P00346,2026-01-21T00:45:56Z,52,4,1,13,1,APAC,Xbox
S000866,P00346,"01/02/2026 07:41",32,2,1,11,,,steam
S000867,P00354,"11/18/2025 20:35",45,4,3,15,1,NA-East,PC
S000868,P00354,2025-10-14T23:33:54Z,6,NULL,0,11,1,LATAM,pc/steam
S000869,P00354,"11/12/2025 15:45",37,2,1,1,0,,Steam
S000870,P00354,2025-11-16T07:27:54Z,35,3,1,16,0,NULL,steam
S000871,P00354,"10/28/25 21:29",30,2,1,8,1,NA-East,pc/steam
S000872,NULL,2025-11-20T23:59:13Z,61,6,3,28,Y,LATAM,Xbox
S000873,P00355,2025-11-20T01:46:13Z,46,4,2,15,,"NA West",pc/steam
S000874,P00355,"11/03/2025 04:30",40,3,1,9,N,EU-Central,PS5
S000875,P00356,2025-09-27T06:52:02Z,50,4,3,29,1,EU-Central,Steam
S000876,P00356,2025-10-03T04:13:02Z,58,5,3,30,N,NULL,Mobile
S000877,P00356,2025-09-26T17:18:02Z,50,3,2,18,1,"NA West",pc/steam
S000878,P00356,2025-10-08T08:24:02Z,69,5,3,29,,LATAM,PS5
S000879,P00356,2025-09-27T16:50:02Z,56,5,2,21,Yes,APAC,pc/steam
S000880,P00356,2025-10-11T22:46:02Z,"46 mins",4,2,15,,NULL,steam
S000881,P00356,2025-11-01T05:00:02Z,38m,3,1,24,0,"NA West",Mobile
S000882,NULL,2025-09-25T07:44:02Z,33,3,2,7,Yes,,IOS/Android
S000883,P00357,2026-03-03T09:12:02Z,33,3,1,9,N,APAC,Steam
S000884,P00357," Mar 05, 2026",32m,2,1,12,,EU-Central,
S000885,P00357,2026-03-07T04:06:02Z,24,1,1,8,Y,"NA West",pc/steam
S000886,P00357,"02/10/2026 05:35",43m,3,2,15,No,"NA West",Steam
S000887,P00357,2026-02-27T21:07:02Z,56,5,3,18,0,EU-Central,IOS/Android
S000888,P00357,"02/05/2026 13:39",49,3,2,11,0,LATAM,IOS/Android
S000889,P00357,30-01-2026,31,2,1,11,,LATAM,Steam
S000890,P00358,"01/11/2026 03:20",74,5,3,22,0,NA-East,Xbox
S000891,P00359,"12/15/2025 14:21",37,3,2,11,1,NULL,Mobile
S000892,P00359,2025-12-12T18:54:50Z,43,3,1,9,Yes,NA-East,
S000893,P00359,2025-12-07T19:08:50Z,49,4,1,16,0,NULL,
S000894,P00359,2025-12-07T19:08:50Z,49,4,1,16,0,NULL,
S000895,P00359,"12/03/2025 21:03",46,3,2,14,0,NA-East,PS5
S000896,P00359,"11/23/2025 15:00",67,6,3,23,No,NULL,steam
S000897,P00359,2025-11-05,53,4,1,16,0,,PC
S000898,P00359,2025-12-02T04:07:50Z,48,3,2,10,Yes,EU-Central,steam
S000899,P00359,"11/13/2025 02:58",25,2,1,7,1,NA-East,pc/steam
S000900,P00359,"2025-11-30 17:03:50",17,1,0,2,Y,EU-Central,IOS/Android
S000901,P00359,2025-11-14T15:08:50Z,58,3,2,12,1,LATAM,steam
S000902,P00359,"11/17/2025 00:30",48,3,2,16,Yes,NULL,steam
S000903,P00360,21-02-2026,53,4,2,20,N,,Steam
S000904,P00361,2026-03-15T19:32:01Z,10,1,0,0,N,"NA West",PC
S000905,P00361,"03/19/2026 01:58",41,2,1,7,N,LATAM,Steam
S000906,P00361,"Apr 08, 2026 10:45PM",28,2,1,18,0,NULL,
S000907,P00361,2026-04-08T00:26:01Z,24,2,1,4,Yes,EU-Central,PC
S000908,P00361,"04/11/2026 05:22",12,1,1,3,0,EU-Central,pc/steam
S000909,P00361,"04/10/2026 18:29",28,3,,16,N,EU-Central,Steam
S000910,P00361,"03/23/2026 00:53","7 mins",1,1,0,Yes,"NA West",PS5
S000911,P00365,"2026-01-14 21:00:08",22,2,1,11,0,NA-East,Mobile
S000912,P00365,"01/30/2026 23:33",51,3,2,7,1,NULL,PC
S000913,P00368,"09/26/2025 02:37",18,1,1,5,N,NA-East,Xbox
S000914,P00368,2025/10/04,19,1,1,10,1,NA-East,steam
S000915,P00368," 2025/10/18",29,2,1,9,No,NULL,PS5
S000916,P00368,2025-09-22T16:55:21Z,20,NULL,0,4,N,APAC,PC
S000917,P00368,2025-10-05T21:00:21Z,"27 mins",2,,9,1,NULL,PC
S000918,P00368,2025-09-29T18:37:21Z,32m,2,1,16,,"NA West",
S000919,P00370,"01/29/2026 13:44",26,2,,12,0,LATAM,Mobile
S000920,P00371,"10/15/2025 22:27",56,3,1,9,Y,NULL,PC
S000921,P00378,12/14/2025,72,5,3,21,Yes,LATAM,steam
S000922,P00378,"24.12.2025 08:51",51m,3,2,8,No,"NA West",pc/steam
S000923,P00378,2025-12-01T22:47:34Z,28,2,1,9,0,APAC,pc/steam
S000924,P00378,"Nov 27, 2025",46,4,2,21,0,,PC
S000925,P00380,"17.03.2026 06:47",61,4,2,16,Y,APAC,IOS/Android
S000926,P00380,2026-03-01T00:15:46Z,49,4,,18,,EU-Central,Xbox
S000927,P00380,"03/14/26 17:46",49,3,,12,0,,PS5
S000928,P00380,2026.02.21,71,4,2,13,1,APAC,Mobile
S000929,P00380,"02/16/2026 17:24",52,3,2,14,1,"NA West",steam
S000930,P00380,2026-02-09T01:17:46Z,32,3,1,15,,APAC,Xbox
S000931,P00380,2026-03-23T03:51:46Z,27,2,1,3,N,"NA West",PS5
S000932,P00380,2026-03-18T02:38:46Z,53,4,2,22,Y,,steam
S000933,P00383,2025-10-24T04:42:17Z,35m,2,1,10,0,LATAM,Steam
S000934,P00383,"10/08/2025 12:17",38,2,1,12,0,APAC,Xbox
S000935,P00383,2025-10-18T06:34:17Z,42,4,3,22,1,APAC,PS5
S000936,P00383,"10/04/2025 19:21",28,2,1,0,Y,,pc/steam
S000937,NULL,2025-10-09T13:13:17Z,58,4,,19,1,EU-Central,Mobile
S000938,P00383,"09/28/2025 12:25",75,5,2,27,N,"NA West",
S000939,P00383,2025-10-05T13:32:17Z,19,1,0,1,0,EU-Central,Steam
S000940,P00383,"09/30/2025 22:14",37,3,2,14,No,"NA West",PS5
S000941,P00383,"09/26/2025 13:33",38,4,2,12,No,,PC
S000942,P00384,"10/26/2025 18:40",60,4,2,17,N,,steam
S000943,P00384,2025-09-09T09:55:23Z,"32 mins",3,,7,0,NA-East,Mobile
S000944,P00384,"09/26/2025 11:59",51,3,2,13,No,APAC,PC
S000945,P00384,2025-10-12T02:50:23Z,55,3,1,12,0,EU-Central,Steam
S000946,P00384,2025-09-17T17:40:23Z,39,3,2,12,,,pc/steam
S000947,P00384,"09/22/2025 13:15",43,3,1,8,N,NULL,PC
S000948,P00384,"09/16/2025 09:32",34,2,1,8,Yes,,Xbox
S000949,NULL,2025-10-18T16:52:13Z,18,2,1,6,Y,"NA West",Mobile
S000950,P00386,2025-11-21T13:46:13Z,39,4,2,9,,"NA West",pc/steam
S000951,P00386,2025-11-24T20:48:13Z,18,1,0,0,Yes,"NA West",Mobile
S000952,P00386,"12/01/2025 06:06",41m,2,1,7,1,EU-Central,Mobile
S000953,P00386,"Nov 11, 2025",28,2,1,10,0,EU-Central,Mobile
S000954,P00386,10/19/2025,61,4,2,15,1,NULL,PC
S000955,P00387,"02/03/2026 17:51",26,2,1,11,No,EU-Central,Steam
S000956,P00387,"01/24/2026 09:14",20,2,1,11,No,EU-Central,IOS/Android
S000957,P00387,"02/12/2026 17:01",20,2,1,6,,"NA West",IOS/Android
S000958,P00387,"01/31/2026 06:30",64,5,2,19,Yes,NA-East,steam
S000959,P00387,"02/28/2026 21:13",35,3,1,20,No,,PC
S000960,P00387,03/13/2026,50m,3,1,16,,"NA West",Mobile
S000961,P00387,"03/14/2026 20:02",44m,3,1,8,1,NA-East,Steam
S000962,P00387,02/10/2026,74,6,4,27,Yes,NA-East,IOS/Android
S000963,P00387,02/10/2026,74,6,4,27,Yes,NA-East,IOS/Android
S000964,P00387,"02/09/2026 02:13",60,6,2,28,,EU-Central,pc/steam
S000965,P00387,"03/09/2026 18:16",74,5,2,21,N,"NA West",
S000966,P00390,01/10/2026,41,3,2,17,Yes,EU-Central,IOS/Android
S000967,P00390,"2025-12-18 11:39:44",47,4,3,21,N,EU-Central,Steam
S000968,P00391,"11/29/25 03:07",43,3,1,15,,LATAM,IOS/Android
S000969,P00391,2025-12-01T19:51:37Z,68,5,3,21,1,"NA West",Mobile
S000970,P00391,2025-12-03T17:17:37Z,"41 mins",3,2,15,Y,EU-Central,PC
S000971,P00391,"2025-10-25 16:06:37",49,3,2,11,Yes,NULL,
S000972,P00401,2026-04-15T06:07:21Z,6,1,0,4,Yes,LATAM,Mobile
S000973,P00401,2026-03-28T02:04:21Z,20,2,1,6,No,NA-East,IOS/Android
S000974,P00403,"Sep 27, 2025",56,4,2,20,No,NA-East,PS5
S000975,P00404,2026.03.16,6,1,1,0,1,EU-Central,steam
S000976,P00404,2026-03-08,45,4,3,22,N,LATAM,pc/steam
S000977,P00404,2026-03-09T09:28:16Z,28,3,1,13,0,LATAM,IOS/Android
S000978,P00404,"03/27/2026 00:58",11,1,,2,No,APAC,Xbox
S000979,P00404,"03/18/2026 21:47",44,4,1,22,1,"NA West",Mobile
S000980,P00404,2026-04-01T10:32:16Z,42,2,1,4,N,EU-Central,
S000981,P00404,"Mar 31, 2026",24,1,1,2,Yes,,IOS/Android
S000982,P00409,"01/25/2026 03:24",42,3,1,21,,"NA West",Xbox
S000983,P00409,"12/31/2025 07:23","48 mins",3,2,12,0,APAC,Xbox
S000984,P00411,2026-01-30T04:16:14Z,51,4,2,16,0,NULL,PC
S000985,P00411,2026-01-24T18:57:14Z,29,3,2,16,0,NULL,Steam
S000986,P00411,2025-12-18T04:23:14Z,37,NULL,1,18,No,"NA West",PS5
S000987,P00412,"21.01.2026 00:20",65,4,2,19,1,LATAM,Steam
S000988,P00412,"02/14/2026 16:39",40,2,1,11,,NULL,steam
S000989,P00412,2026-01-28T19:11:46Z,39,3,1,15,1,NULL,Steam
S000990,P00413,2025-12-08T07:36:47Z,61,6,2,28,N,APAC,Steam
S000991,P00416,"03/10/2026 15:16",64,4,2,22,Y,NULL,
S000992,P00416,"Feb 02, 2026 05:36AM",54,NULL,1,11,Y,NULL,PS5
S000993,P00416,2026-02-26T21:00:57Z,50,4,2,19,,,Mobile
S000994,P00416,"03/04/2026 07:02",58,5,3,17,N,"NA West",Steam
S000995,P00416,"Feb 08, 2026",51,4,1,22,N,LATAM,steam
S000996,P00416,"02/07/2026 17:39",28,2,1,10,1,EU-Central,PS5
S000997,P00419,"12/11/2025 10:19",20,1,0,5,,,steam
S000998,P00423,"02/28/2026 16:29",54,5,2,26,No,LATAM,Steam
S000999,P00423,02/15/2026,56,4,1,23,0,NULL,Mobile
S001000,P00423,2026.03.11,48,3,1,11,0,EU-Central,Steam
S001001,P00423,2026-03-14T14:52:59Z,73,6,4,26,,,Xbox
S001002,P00423,2026-02-06T12:55:59Z,40,4,3,15,N,,Xbox
S001003,P00423,"02/20/26 08:10",61,5,3,23,0,LATAM,steam
S001004,P00423,"01/30/2026 12:56","32 mins",2,1,11,0,"NA West",PC
S001005,P00423,"02/14/2026 23:14",20,2,1,0,Y,LATAM,PC
S001006,P00426,"10/05/2025 10:50",42,4,2,17,Y,NA-East,Steam
S001007,P00426,"10/28/2025 20:58",48,4,2,20,,LATAM,steam
S001008,P00426,2025-11-02T10:10:18Z,35,3,1,17,Yes,APAC,steam
S001009,P00426,"Sep 29, 2025 02:39PM",28,2,1,13,,,IOS/Android
S001010,P00426,"09/26/2025 19:25",65,4,2,24,Yes,NA-East,pc/steam
S001011,P00426,"10/27/2025 08:33",57,4,2,22,Y,"NA West",
S001012,P00426,"10/07/2025 23:33",49,4,1,20,1,APAC,Steam
S001013,P00426,2025.10.19,55,4,3,24,No,LATAM,Xbox
S001014,P00426,"11/02/25 17:46",34,2,1,9,0,APAC,pc/steam
S001015,P00426,"11/02/2025 02:26",67,5,1,22,0,EU-Central,IOS/Android
S001016,P00426,2025-09-22T16:16:18Z,32,3,2,12,Yes,NA-East,Mobile
S001017,P00430,"01/22/2026 01:10",12,1,1,3,Y,"NA West",pc/steam
S001018,P00430," 27.02.2026 00:29",37,3,2,19,Y,NULL,IOS/Android
S001019,P00430,2026-03-10T20:25:15Z,68,4,2,12,1,LATAM,
S001020,P00430,2026-03-06T08:27:15Z,26,1,0,6,N,NA-East,steam
S001021,P00430,"02/20/2026 13:45",19,1,0,3,1,APAC,PC
S001022,P00430,2026-02-06T00:08:15Z,39,4,1,16,,"NA West",
S001023,P00433,"09/16/2025 14:49",43,4,3,19,0,LATAM,
S001024,P00433,"08/28/2025 07:49",60,NULL,2,23,1,APAC,Mobile
S001025,P00433,2025-09-02T16:45:04Z,39,3,1,18,,"NA West",pc/steam
S001026,P00435,2026-02-07T07:49:15Z,30,3,1,20,N,NULL,pc/steam
S001027,P00435,"01/30/2026 09:16",51,3,1,15,1,NULL,pc/steam
S001028,P00435,"2026-01-05 18:20:15",53,5,1,10,Y,,IOS/Android
S001029,P00435,"Feb 01, 2026 06:55AM",40,3,1,14,0,LATAM,Xbox
S001030,P00435,2026-01-12T06:47:15Z,34,2,1,5,,,Xbox
S001031,P00435,"Jan 24, 2026 12:07PM",35,2,1,4,Y,NA-East,pc/steam
S001032,P00438,2026-01-09T15:10:05Z,40,4,1,22,Yes,,IOS/Android
S001033,P00438,2026-01-19T00:57:05Z,41,3,1,17,N,EU-Central,pc/steam
S001034,P00438,"01/03/2026 08:53",51,NULL,,16,1,NA-East,Xbox
S001035,P00443,2025-11-05T01:21:09Z,22,2,1,7,Y,NULL,Steam
S001036,P00443,"11/11/25 05:02",15,1,1,5,Y,"NA West",IOS/Android
S001037,P00443,2025-12-04T19:11:09Z,42m,3,1,15,N,LATAM,Xbox
S001038,P00443," 11/01/2025",39,4,1,13,,NA-East,IOS/Android
S001039,P00443,26-10-2025,24,2,1,8,No,LATAM,Xbox
S001040,P00443,2025-11-15T00:35:09Z,6,1,0,9,Yes,APAC,PS5
S001041,P00443,2025-11-04T03:48:09Z,61,4,2,20,0,NULL,steam
S001042,P00444,"11/27/2025 05:00",7,1,1,12,N,,
S001043,P00444,"11/30/2025 08:24",24,1,1,6,N,LATAM,IOS/Android
S001044,P00444,"12/29/2025 14:41",10,1,1,0,1,"NA West",Mobile
S001045,P00446,"09/24/2025 01:25",24m,1,1,3,Yes,EU-Central,
S001046,P00446,"Sep 18, 2025",41,NULL,2,12,0,APAC,Steam
S001047,P00447,"09/20/2025 16:38",65,6,4,21,0,"NA West",
S001048,P00447,2025-09-17T10:15:37Z,43m,4,2,24,,EU-Central,steam
S001049,P00447,23-09-2025,43,3,1,17,N,LATAM,IOS/Android
S001050,P00450,"03/19/2026 20:27",57,5,1,24,No,LATAM,Steam
S001051,P00450,16-03-2026,62,4,1,14,1,EU-Central,pc/steam
S001052,P00450,"03/22/2026 17:23",40,3,1,20,No,,IOS/Android
S001053,P00451,2025-10-10T20:39:19Z,45,4,2,20,0,,Mobile
S001054,P00451,2025-09-23T14:47:19Z,23,1,0,4,Y,NULL,IOS/Android
S001055,P00451,"10/04/2025 17:25",46,3,2,16,Yes,"NA West",IOS/Android
S001056,P00455,"02/15/2026 19:58",60,6,2,27,Yes,APAC,Steam
S001057,P00455,"03/05/2026 15:21",30,2,1,11,N,,
